,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,27/7/2020 09:59:12.43,9:59:12,20,219.7,160.3,0.8905555559999999,6100,-4000,2020/7/27,26906352,0
1,27/7/2020 10:00:24.39,10:00:24,20,219.7,160.3,0.8905555559999999,8100,-4000,2020/7/27,26906424,72
2,27/7/2020 10:00:51.26,10:00:51,20,318.6,61.4,0.341111111,7600,-4000,2020/7/27,26906451,27
3,27/7/2020 10:01:27.26,10:01:27,20,328.5,51.5,0.28611111100000003,7600,-4000,2020/7/27,26906487,36
4,27/7/2020 10:02:21.56,10:02:21,20,198.6,-178.6,-0.992222222,7600,-4000,2020/7/27,26906541,54
5,27/7/2020 10:03:24.23,10:03:24,20,200.0,-180.0,-1.0,8600,-4000,2020/7/27,26906604,63
6,27/7/2020 10:04:27.35,10:04:27,20,207.0,173.0,0.9611111109999999,10100,-4000,2020/7/27,26906667,63
7,27/7/2020 10:05:38.04,10:05:38,20,212.7,167.3,0.929444444,10100,-4000,2020/7/27,26906738,71
8,27/7/2020 10:07:38.51,10:07:38,20,239.5,140.5,0.7805555559999999,10100,-4000,2020/7/27,26906858,120
9,27/7/2020 10:08:05.11,10:08:05,20,246.6,133.4,0.7411111109999999,10100,-4000,2020/7/27,26906885,27
10,27/7/2020 10:08:41.25,10:08:41,20,256.5,123.5,0.686111111,10100,-4000,2020/7/27,26906921,36
11,27/7/2020 10:09:35.31,10:09:35,20,257.9,122.1,0.678333333,10100,-3500,2020/7/27,26906975,54
12,27/7/2020 10:10:38.42,10:10:38,20,262.1,117.9,0.655,10600,-3500,2020/7/27,26907038,63
13,27/7/2020 10:11:41.65,10:11:41,20,270.6,109.4,0.607777778,10600,-3500,2020/7/27,26907101,63
14,27/7/2020 10:12:54.12,10:12:54,20,293.2,86.8,0.48222222200000003,10600,-3500,2020/7/27,26907174,73
15,27/7/2020 10:14:53.56,10:14:53,20,345.4,34.6,0.192222222,10600,-3500,2020/7/27,26907293,119
16,27/7/2020 10:15:56.26,10:15:56,20,346.8,33.2,0.18444444399999999,8100,-5000,2020/7/27,26907356,63
17,27/7/2020 10:16:50.06,10:16:50,20,6.6,13.4,0.074444444,8100,-5000,2020/7/27,26907410,54
18,27/7/2020 10:17:53.17,10:17:53,20,29.2,-9.2,-0.051111110999999994,7600,-5500,2020/7/27,26907473,63
19,27/7/2020 10:18:56.52,10:18:56,20,32.0,-12.0,-0.066666667,7600,-5500,2020/7/27,26907536,63
20,27/7/2020 10:20:08.06,10:20:08,20,50.3,-30.3,-0.168333333,7600,-5500,2020/7/27,26907608,72
21,27/7/2020 10:22:09.38,10:22:09,20,46.1,-26.1,-0.145,8100,-4500,2020/7/27,26907729,121
22,27/7/2020 10:22:36.34,10:22:36,20,359.5,20.5,0.11388888900000001,8600,-4000,2020/7/27,26907756,27
23,27/7/2020 10:23:12.53,10:23:12,20,2.3,17.7,0.09833333300000001,8600,-4000,2020/7/27,26907792,36
24,27/7/2020 10:24:06.26,10:24:06,20,332.7,47.3,0.262777778,8600,-4000,2020/7/27,26907846,54
25,27/7/2020 10:25:09.4,10:25:09,20,334.1,45.9,0.255,8600,-4000,2020/7/27,26907909,63
26,27/7/2020 10:26:12.4,10:26:12,20,332.7,47.3,0.262777778,8600,-4000,2020/7/27,26907972,63
27,27/7/2020 10:27:24.26,10:27:24,20,342.6,37.4,0.207777778,8600,-4000,2020/7/27,26908044,72
28,27/7/2020 10:29:24.48,10:29:24,20,345.4,34.6,0.192222222,8600,-4000,2020/7/27,26908164,120
29,27/7/2020 10:29:50.29,10:29:50,20,342.6,37.4,0.207777778,8100,-4000,2020/7/27,26908190,26
30,27/7/2020 10:30:26.68,10:30:26,20,344.0,36.0,0.2,8100,-4000,2020/7/27,26908226,36
31,27/7/2020 10:31:21.88,10:31:21,20,356.7,23.3,0.129444444,8100,-4000,2020/7/27,26908281,55
32,27/7/2020 10:32:23.43,10:32:23,20,6.6,13.4,0.074444444,8100,-4000,2020/7/27,26908343,62
33,27/7/2020 10:33:26.52,10:33:26,20,15.0,5.0,0.027777778,8100,-4000,2020/7/27,26908406,63
34,27/7/2020 10:34:38.53,10:34:38,20,30.6,-10.6,-0.05888888900000001,8100,-4000,2020/7/27,26908478,72
35,27/7/2020 10:35:05.46,10:35:05,20,26.3,-6.3,-0.035,8100,-4000,2020/7/27,26908505,27
36,27/7/2020 10:37:06.38,10:37:06,20,32.0,-12.0,-0.066666667,8100,-4000,2020/7/27,26908626,121
37,27/7/2020 10:37:41.28,10:37:41,20,23.5,-3.5,-0.019444443999999998,8100,-4000,2020/7/27,26908661,35
