,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,29/6/2020 20:31:27.28,20:31:27,20,13.1,6.9,4500,-3500,2020/6/29,24525087,0
1,29/6/2020 20:32:57.69,20:32:57,20,14.5,5.5,4500,-3500,2020/6/29,24525177,90
2,29/6/2020 20:33:39.56,20:33:39,20,14.5,5.5,4500,-3500,2020/6/29,24525219,42
3,29/6/2020 20:33:59.46,20:33:59,20,15.9,4.1,4500,-3500,2020/6/29,24525239,20
4,29/6/2020 20:34:27,20:34:27,20,24.4,-4.4,4500,-3500,2020/6/29,24525267,28
5,29/6/2020 20:35:29.41,20:35:29,20,24.4,-4.4,4500,-3500,2020/6/29,24525329,62
6,29/6/2020 20:36:14.27,20:36:14,20,82.3,-62.3,4500,-3500,2020/6/29,24525374,45
7,29/6/2020 20:36:42.82,20:36:42,20,164.1,-144.1,4500,-3500,2020/6/29,24525402,28
8,29/6/2020 20:38:41.81,20:38:41,20,134.5,-114.5,4500,-3500,2020/6/29,24525521,119
9,29/6/2020 20:39:18.03,20:39:18,20,128.9,-108.9,4500,-3500,2020/6/29,24525558,37
10,29/6/2020 20:40:12.15,20:40:12,20,102.0,-82.0,4500,-3500,2020/6/29,24525612,54
11,29/6/2020 20:41:15.73,20:41:15,20,42.7,-22.7,4500,-3500,2020/6/29,24525675,63
12,29/6/2020 20:42:18.41,20:42:18,20,359.0,21.0,4500,-3500,2020/6/29,24525738,63
13,29/6/2020 20:42:45.12,20:42:45,20,333.6,46.4,4500,-3500,2020/6/29,24525765,27
14,29/6/2020 20:45:30.44,20:45:30,20,327.9,52.1,4500,-3500,2020/6/29,24525930,165
15,29/6/2020 20:45:58.24,20:45:58,20,318.0,62.0,4500,-3500,2020/6/29,24525958,28
16,29/6/2020 20:46:33.86,20:46:33,20,315.2,64.8,4500,-3500,2020/6/29,24525993,35
17,29/6/2020 20:47:27.04,20:47:27,20,306.7,73.3,4500,-3500,2020/6/29,24526047,54
18,29/6/2020 20:48:31.64,20:48:31,20,301.1,78.9,4500,-3500,2020/6/29,24526111,64
19,29/6/2020 20:49:33.76,20:49:33,20,289.8,90.2,4500,-3500,2020/6/29,24526173,62
20,29/6/2020 20:50:45.26,20:50:45,20,272.9,107.1,4500,-3500,2020/6/29,24526245,72
21,29/6/2020 20:52:45.72,20:52:45,20,231.9,148.1,4500,-3500,2020/6/29,24526365,120
22,29/6/2020 20:53:48.63,20:53:48,20,231.9,148.1,4500,-3500,2020/6/29,24526428,63
23,29/6/2020 20:54:15.57,20:54:15,20,219.2,160.8,4500,-3500,2020/6/29,24526455,27
24,29/6/2020 20:55:45.49,20:55:45,20,192.4,-172.4,4500,-3500,2020/6/29,24526545,90
25,29/6/2020 20:56:49.05,20:56:49,20,176.9,-156.9,4500,-3500,2020/6/29,24526609,64
26,29/6/2020 20:58:00.21,20:58:00,20,158.5,-138.5,4500,-3500,2020/6/29,24526680,71
27,29/6/2020 21:00:01.09,21:00:01,20,150.0,-130.0,4500,-3500,2020/6/29,24526801,121
28,29/6/2020 21:00:27.18,21:00:27,20,128.9,-108.9,4500,-3500,2020/6/29,24526827,26
29,29/6/2020 21:01:04.98,21:01:04,20,127.4,-107.4,4500,-3500,2020/6/29,24526864,37
30,29/6/2020 21:01:58.39,21:01:58,20,123.2,-103.2,4500,-3500,2020/6/29,24526918,54
31,29/6/2020 21:03:02.35,21:03:02,20,107.7,-87.7,4500,-3500,2020/6/29,24526982,64
32,29/6/2020 21:04:04.23,21:04:04,20,80.9,-60.9,4500,-3500,2020/6/29,24527044,62
33,29/6/2020 21:05:16.23,21:05:16,20,73.8,-53.8,4500,-3500,2020/6/29,24527116,72
34,29/6/2020 21:07:16.9,21:07:16,20,55.4,-35.4,4650,-3500,2020/6/29,24527236,120
35,29/6/2020 21:07:42.31,21:07:42,20,41.3,-21.3,4900,-3500,2020/6/29,24527262,26
36,29/6/2020 21:08:18.54,21:08:18,20,37.1,-17.1,4900,-3500,2020/6/29,24527298,36
37,29/6/2020 21:09:13.84,21:09:13,20,18.7,1.3,5000,-3500,2020/6/29,24527353,55
38,29/6/2020 21:09:39.53,21:09:39,20,20.1,-0.1,5000,-3500,2020/6/29,24527379,26
39,29/6/2020 21:11:19.1,21:11:19,20,11.7,8.3,5200,-3500,2020/6/29,24527479,100
40,29/6/2020 21:12:31.54,21:12:31,20,1.8,18.2,5500,-3500,2020/6/29,24527551,72
41,29/6/2020 21:14:31.26,21:14:31,20,351.9,28.1,5500,-3500,2020/6/29,24527671,120
42,29/6/2020 21:14:58.71,21:14:58,20,342.0,38.0,5500,-3500,2020/6/29,24527698,27
43,29/6/2020 21:15:34.36,21:15:34,20,337.8,42.2,5500,-3500,2020/6/29,24527734,36
44,29/6/2020 21:16:27.42,21:16:27,20,339.2,40.8,5500,-3500,2020/6/29,24527787,53
45,29/6/2020 21:17:31.39,21:17:31,20,333.6,46.4,5500,-3500,2020/6/29,24527851,64
46,29/6/2020 21:18:35.21,21:18:35,20,323.7,56.3,5500,-3500,2020/6/29,24527915,64
47,29/6/2020 21:19:46.59,21:19:46,20,308.1,71.9,5500,-3500,2020/6/29,24527986,71
48,29/6/2020 21:21:45.06,21:21:45,20,298.3,81.7,5500,-3500,2020/6/29,24528105,119
49,29/6/2020 21:24:46.49,21:24:46,20,298.3,81.7,6000,-3500,2020/6/29,24528286,181
