,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,20/9/2019 13:42:07,13:42:07,90,182.3,4000,-3500,2019/9/20,49327,0
1,20/9/2019 13:42:23,13:42:23,90,176.6,4000,-3500,2019/9/20,49343,16
2,20/9/2019 13:43:01,13:43:01,90,238.5,4000,-3500,2019/9/20,49381,38
3,20/9/2019 13:43:15,13:43:15,90,227.3,4000,-3500,2019/9/20,49395,14
4,20/9/2019 13:43:56,13:43:56,90,249.8,4000,-4500,2019/9/20,49436,41
5,20/9/2019 13:44:35,13:44:35,90,294.8,4000,-4500,2019/9/20,49475,39
6,20/9/2019 13:45:21,13:45:21,90,328.5,4000,-4500,2019/9/20,49521,46
7,20/9/2019 13:46:09,13:46:09,90,266.6,4000,-4500,2019/9/20,49569,48
8,20/9/2019 13:46:48,13:46:48,90,289.1,5000,-3500,2019/9/20,49608,39
9,20/9/2019 13:47:02,13:47:02,90,300.4,5000,-3500,2019/9/20,49622,14
10,20/9/2019 13:47:22,13:47:22,90,306.0,5000,-3500,2019/9/20,49642,20
11,20/9/2019 13:47:38,13:47:38,90,277.9,5000,-3500,2019/9/20,49658,16
12,20/9/2019 13:48:13,13:48:13,90,300.4,5000,-3500,2019/9/20,49693,35
13,20/9/2019 13:48:32,13:48:32,90,36.0,4000,-3500,2019/9/20,49712,19
14,20/9/2019 13:49:12,13:49:12,90,13.5,4500,-3500,2019/9/20,49752,40
15,20/9/2019 13:49:48,13:49:48,90,126.0,4000,-3500,2019/9/20,49788,36
16,20/9/2019 13:50:35,13:50:35,90,103.5,4000,-3500,2019/9/20,49835,47
17,20/9/2019 13:51:24,13:51:24,90,109.1,3800,-3500,2019/9/20,49884,49
18,20/9/2019 13:52:02,13:52:02,90,137.3,3800,-3500,2019/9/20,49922,38
19,20/9/2019 13:52:19,13:52:19,90,86.6,3800,-3500,2019/9/20,49939,17
20,20/9/2019 13:52:35,13:52:35,90,97.9,3800,-3500,2019/9/20,49955,16
21,20/9/2019 13:52:53,13:52:53,90,75.4,3800,-3500,2019/9/20,49973,18
22,20/9/2019 13:53:28,13:53:28,90,52.9,4000,-3500,2019/9/20,50008,35
23,20/9/2019 13:53:48,13:53:48,90,64.1,4000,-3500,2019/9/20,50028,20
24,20/9/2019 13:54:26,13:54:26,90,36.0,4100,-3500,2019/9/20,50066,38
25,20/9/2019 13:55:02,13:55:02,90,69.8,4100,-3500,2019/9/20,50102,36
26,20/9/2019 13:55:50,13:55:50,90,36.0,4200,-3400,2019/9/20,50150,48
27,20/9/2019 13:56:34,13:56:34,90,7.9,4200,-3400,2019/9/20,50194,44
28,20/9/2019 13:57:17,13:57:17,90,36.0,4200,-3400,2019/9/20,50237,43
29,20/9/2019 13:57:32,13:57:32,90,47.3,4200,-3400,2019/9/20,50252,15
30,20/9/2019 13:57:50,13:57:50,90,64.1,4200,-3400,2019/9/20,50270,18
