,0,1,2
0,-0.5718285292729637,0.8203731669853174,0.30004494008977023
1,0.7157997884049602,0.6983055655795779,0.36504370886456017
2,-0.8963872795565007,0.4432717507909746,0.07198256039845852
3,-0.28042786869724046,-0.9598751014886902,0.14440768490149591
4,0.9966363191776838,-0.08195149355538284,0.038367429633878514
5,-0.903927210794369,0.42768633083781427,-0.3195632646112265
6,-0.006890524746718441,-0.9999762600525649,-0.26049578901832415
7,0.25364392841935446,0.9672976571748726,0.45678856776102816
8,0.18877466432173046,0.982020430597153,0.5277901334207393
9,0.8130454181299013,-0.5822002645636413,0.9620787117590606
10,0.03750117443124663,0.9992965835607951,0.37209694633460355
11,-0.941402231375472,-0.33728598957158357,0.2659522302096513
12,0.7747472405513637,-0.6322710757721307,0.8290963418592219
13,-0.9999908371262284,0.004280848465551782,0.9098541755939773
14,-0.9450720843413525,-0.32686198218619966,0.39476320274457777
15,-0.4445844270759124,0.8957369520130242,0.3791950364475123
16,-0.48544117914677765,0.8742693301200644,0.643199463165478
17,0.9994694311587412,0.03257078720605685,0.858276733271196
18,-0.752988499497298,-0.6580336766646581,-0.7111511598925564
19,0.5886159578127959,0.8084127993841543,0.6381371780783445
20,-0.39391958650261644,0.9191449066222408,-0.28433961123426243
21,-0.9746316627741577,-0.2238149278267213,-0.2982548943839136
22,-0.8935581049111945,0.44894756169013195,0.9442714836245225
23,-0.9605229456424631,0.27820077443157093,0.31389974086987804
24,0.28107158510561475,0.959686805185013,0.1567133544076409
25,0.131920154889221,-0.991260345587376,0.38864040466672445
26,-0.9824008559423344,0.1867847912539151,-0.24394695036480285
27,-0.12920054723241775,-0.9916184843955077,0.4815127982593812
28,-0.9670834586016857,0.2544593957766183,0.9796490309669295
29,-0.33032217404732683,-0.9438682436297173,0.9613133107007019
30,0.21106032896351157,-0.9774730367318651,-0.10289617209089252
31,0.8533410931973293,-0.5213530269028721,0.4475838091871429
32,-0.9850791169815514,0.17210210134349646,0.5800795696406138
33,0.3963632466534551,-0.9180937733708536,0.0813876890313121
34,0.32651071007344,-0.9451935019917023,-0.2011767083142475
35,0.42597605125527505,-0.9047344382507849,-0.2508506409239992
36,-0.5396703456489395,0.841876426815215,-0.007392627041119759
37,0.8156569831940368,0.5785358120002623,0.04832133555589757
38,0.41848908223310016,0.9082218275573967,-0.33227884211943337
39,-0.8536535087533254,0.5208413261187482,0.6905679309286703
40,0.7983544497037078,-0.6021878217286446,0.9645472386668812
41,0.988149557430979,-0.15349414369597392,-0.018309403386438827
42,-0.06303622364108072,0.9980112396707121,0.7339626783567037
43,-0.5368522996343977,0.8436762461852644,-0.9011272924327025
44,-0.9757685020037088,0.21880546267732465,-0.4933748694323439
45,0.5066118402160605,-0.8621742534736796,0.7647030864304669
46,0.0126511372566412,-0.9999199711607493,0.9487016742133116
47,0.2372148503583053,0.97145721201167,-0.4491962928458617
48,-0.6428198157588123,-0.766017417861896,0.04494309434518362
49,0.9677456264446841,-0.25192936013332384,0.47517234198493896
50,0.7180421393782441,-0.6959996308024267,0.9066015746459575
51,-0.6848300534656584,-0.7287028186237676,-0.1343487852542724
52,0.9361191245131051,-0.35168307425979095,-0.9577293665080895
53,-0.9714108737058216,-0.23740453754318241,0.46751848567485155
54,-0.5623282224294902,-0.8269141250814922,0.5086778537022625
55,0.6675699286787393,0.7445471041672669,-0.03821363468933825
56,0.9721116487016195,-0.23451853329453332,-0.9819873346359267
57,-0.27452873989057436,-0.961578894825637,0.6216295240515484
58,-0.9982470021073161,0.05918549470737012,-0.7070773227818636
59,0.875702820436623,-0.48285046368347173,0.9958880881075847
60,-0.17483681557169273,0.9845974242911414,0.9825650694597443
61,-0.3554331529754601,0.9347017030935181,-0.1529200166668636
62,-0.5556268324247972,0.8314317910024769,-0.4922328824082718
63,-0.2349189737660937,0.9720149565540056,0.9277393237773619
